url_name,English,Chinese
lobotriscid,Lobotriscid,额叶鲤
lock_and_load,Lock And Load,填弹上膛
lohk,Lohk,Lohk
lohk_canticle,Lohk Canticle,Lohk 颂歌
lokan_arm_plates,Lokan Arm Plates,新世间臂甲
lokan_armor_set,Lokan Armor Set,Lokan Armor Set
lokan_chest_piece,Lokan Chest Piece,新世间胸甲
lokan_knee_spurs,Lokan Knee Spurs,新世间膝甲
loki_prime_blueprint,Loki Prime Blueprint,Loki Prime 蓝图
loki_prime_chassis_blueprint,Loki Prime Chassis Blueprint,Loki Prime 机体 蓝图
loki_prime_neuroptics_blueprint,Loki Prime Neuroptics Blueprint,Loki Prime 头部神经光元 蓝图
loki_prime_set,Loki Prime Set,Loki Prime 一套
loki_prime_systems_blueprint,Loki Prime Systems Blueprint,Loki Prime 系统 蓝图
longbow_sharpshot,Longbow Sharpshot,弓箭·利矢
longwinder,Longwinder,长型环绕者
loose_chamber,Loose Chamber,松弛枪膛
loose_hatch,Loose Hatch,松弛枪盖
loose_magazine,Loose Magazine,松弛弹匣
loot_detector,Loot Detector,战利品探测器
looter,Looter,搜刮者
loyal_companion,Loyal Companion,忠实搭档
loyal_merulina,Loyal Merulina,不渝珊瑚
loyal_retriever,Loyal Retriever,忠诚寻回者
lua_balcony_scene,Lua Balcony Scene,月球楼厅场景
lua_circulus_scene,Lua Circulus Scene,月球 Circulus 场景
lua_containment_scene,Lua Containment Scene,月球拘禁场景
lua_lens_blueprint,Lua Lens Blueprint,月球晶体 蓝图
lua_madurai_lens,Lua Madurai Lens,月球 Madurai 晶体
lua_naramon_lens,Lua Naramon Lens,月球 Naramon 晶体
lua_nursery_scene,Lua Nursery Scene,月球苗圃场景
lua_unairu_lens,Lua Unairu Lens,月球 Unairu 晶体
lua_vazarin_lens,Lua Vazarin Lens,月球 Vazarin 晶体
lua_zenurik_lens,Lua Zenurik Lens,月球 Zenurik 晶体
lucky_shot,Lucky Shot,幸运射击
lunaro_arena_scene,Lunaro Arena Scene,月动球竞技场场景
mach_crash,Mach Crash,马赫崩毁
machete_wraith,Machete Wraith,马谢特砍刀·亡魂
mad_stack,Mad Stack,狂堆速
madurai_lens,Madurai Lens,Madurai 晶体
madurai_transmute_core,Madurai Transmute Core,Madurai 转换核心
mafic_rain,Mafic Rain,重铁雨落
mag_locks,Mag Locks,磁吸固锁
mag_prime_blueprint,Mag Prime Blueprint,Mag Prime 蓝图
mag_prime_chassis_blueprint,Mag Prime Chassis Blueprint,Mag Prime 机体 蓝图
mag_prime_neuroptics_blueprint,Mag Prime Neuroptics Blueprint,Mag Prime 头部神经光元 蓝图
mag_prime_set,Mag Prime Set,Mag Prime 一套
mag_prime_systems_blueprint,Mag Prime Systems Blueprint,Mag Prime 系统 蓝图
magazine_extension,Magazine Extension,扩充弹匣
magazine_warp,Magazine Warp,弹匣增幅
maglev,Maglev,磁浮
magma_chamber,Magma Chamber,熔岩弹膛
magnetic_capacity,Magnetic Capacity,磁性弹容
magnetic_claws,Magnetic Claws,磁化利爪
magnetic_rush,Magnetic Rush,励磁加速
magnetic_strafe,Magnetic Strafe,磁暴洗礼
magnetic_strike,Magnetic Strike,磁力打击
magnetic_welt,Magnetic Welt,磁化冲击
magnetized_core,Magnetized Core,磁性核心
magnetized_cycle,Magnetized Cycle,磁场循环
magnetized_discharge,Magnetized Discharge,磁吸释放
magnum_force,Magnum Force,重装火力
magnus_prime_barrel,Magnus Prime Barrel,麦格努斯 Prime 枪管
magnus_prime_blueprint,Magnus Prime Blueprint,麦格努斯 Prime 蓝图
magnus_prime_receiver,Magnus Prime Receiver,麦格努斯 Prime 枪机
magnus_prime_set,Magnus Prime Set,麦格努斯 Prime 一套
magus_accelerant,Magus Accelerant,魔导·触媒
magus_aggress,Magus Aggress,魔导·侵略
magus_anomaly,Magus Anomaly,魔导·近点
magus_cadence,Magus Cadence,魔导·韵律
magus_cloud,Magus Cloud,魔导·游云
magus_destruct,Magus Destruct,魔导·穿破
magus_drive,Magus Drive,魔导·驱动
magus_elevate,Magus Elevate,魔导·振奋
magus_firewall,Magus Firewall,魔导·防火墙
magus_glitch,Magus Glitch,魔导·干扰
magus_husk,Magus Husk,魔导·外壳
magus_lockdown,Magus Lockdown,魔导·封锁
magus_melt,Magus Melt,魔导·热熔
magus_nourish,Magus Nourish,魔导·滋养
magus_overload,Magus Overload,魔导·超载
magus_repair,Magus Repair,魔导·修复
magus_replenish,Magus Replenish,魔导·充盈
magus_revert,Magus Revert,魔导·复位
magus_vigor,Magus Vigor,魔导·活力
maim,Maim,致残枪弹
maiming_strike,Maiming Strike,致残突击
mainland_hamlets_scene,Mainland Hamlets Scene,大陆乡村场景
malicious_code,Malicious Code,恶毒指令
malicious_raptor,Malicious Raptor,恶毒猛禽
malignant_force,Malignant Force,致命火力
mall_rotunda_simulacrum,Mall Rotunda Simulacrum,商场穹顶幻影装置
mandonel_barrel,Mandonel Barrel,辐光弩炮 枪管
mandonel_blueprint,Mandonel Blueprint,辐光弩炮 蓝图
mandonel_receiver,Mandonel Receiver,辐光弩炮 枪机
mandonel_set,Mandonel Set,辐光弩炮 一套
mandonel_stock,Mandonel Stock,辐光弩炮 枪托
manifold_bond,Manifold Bond,多种连结
mantis_avionics_blueprint,Mantis Avionics Blueprint,Mantis 飞航系统 蓝图
mantis_engines_blueprint,Mantis Engines Blueprint,Mantis 引擎 蓝图
mantis_fuselage_blueprint,Mantis Fuselage Blueprint,Mantis 机身 蓝图
mantis_set,Mantis Set,Mantis 一套
mara_detron,Mara Detron,苦痛·德特昂
mark_of_the_beast,Mark Of The Beast,兽之印记
marked_target,Marked Target,标记目标
marquise_thyst,Marquise Thyst,女侯爵赤色水晶
marquise_veridos,Marquise Veridos,女侯爵翠萤石
martial_fury,Martial Fury,狂暴尚武
martyr_symbiosis,Martyr Symbiosis,忠勇共生
masseter_prime_blade,Masseter Prime Blade,咀嚼金棒 Prime 刀刃
masseter_prime_blueprint,Masseter Prime Blueprint,咀嚼金棒 Prime 蓝图
masseter_prime_handle,Masseter Prime Handle,咀嚼金棒 Prime 握柄
masseter_prime_set,Masseter Prime Set,咀嚼金棒 Prime 一套
master_key,Master Key,万能钥匙
master_thief,Master Thief,盗贼大师
masters_edge,Master's Edge,宗师锐势
maul,Maul,捶击
mawfish,Mawfish,喉鱼
maximum_capacity,Maximum Capacity,极限弹容
measured_burst,Measured Burst,精准爆发
mecha_empowered,Mecha Empowered,机甲 强化
mecha_overdrive,Mecha Overdrive,机甲 超载
mecha_pulse,Mecha Pulse,机甲 脉冲
mecha_recharge,Mecha Recharge,机甲 充能
medi_pet_kit,Medi-Pet Kit,宠物治疗套件
medi_ray,Medi-Ray,医疗射线
medjay_predasite_imprint,Medjay Predasite Imprint,守卫扑猎达赛 基因印记
melee_afflictions,Melee Afflictions,近战·苦痛
melee_animosity,Melee Animosity,近战·憎恶
melee_crescendo,Melee Crescendo,近战·渐强
melee_doughty,Melee Doughty,近战·无畏
melee_duplicate,Melee Duplicate,近战·刃影
melee_elementalist,Melee Elementalist,近战元素师
melee_exposure,Melee Exposure,近战·暴露
melee_fortification,Melee Fortification,近战·坚壁
melee_guidance,Melee Guidance,近战指引
melee_influence,Melee Influence,近战·侵染
melee_prowess,Melee Prowess,非凡技巧
melee_retaliation,Melee Retaliation,近战·报复
melee_riven_mod_(veiled),Melee Riven Mod (Veiled),近战裂罅 Mod （尚未揭开）
melee_vortex,Melee Vortex,近战·旋涡
mending_shot,Mending Shot,补愈射击
mending_splinters,Mending Splinters,治愈玻片
merciless_gunfight,Merciless Gunfight,无情枪斗
meridian_arm_spurs,Meridian Arm Spurs,钢铁防线臂甲
meridian_armor_set,Meridian Armor Set,Meridian Armor Set
meridian_chest_plate,Meridian Chest Plate,钢铁防线胸甲
meridian_leg_spurs,Meridian Leg Spurs,钢铁防线腿甲
merulina_guardian,Merulina Guardian,涌浪之护
mesa_prime_blueprint,Mesa Prime Blueprint,Mesa Prime 蓝图
mesa_prime_chassis_blueprint,Mesa Prime Chassis Blueprint,Mesa Prime 机体 蓝图
mesa_prime_neuroptics_blueprint,Mesa Prime Neuroptics Blueprint,Mesa Prime 头部神经光元 蓝图
mesa_prime_set,Mesa Prime Set,Mesa Prime 一套
mesa_prime_systems_blueprint,Mesa Prime Systems Blueprint,Mesa Prime 系统 蓝图
mesas_waltz,Mesa's Waltz,Mesa 的华尔兹
mesmer_shield,Mesmer Shield,催眠护盾
meso_a1_relic,Meso A1 Relic,前纪 A1 遗物
meso_a2_relic,Meso A2 Relic,前纪 A2 遗物
meso_a3_relic,Meso A3 Relic,前纪 A3 遗物
meso_a4_relic,Meso A4 Relic,前纪 A4 遗物
meso_a5_relic,Meso A5 Relic,前纪 A5 遗物
meso_a6_relic,Meso A6 Relic,前纪 A6 遗物
meso_a7_relic,Meso A7 Relic,前纪 A7 遗物
meso_a8_relic,Meso A8 Relic,前纪 A8 遗物
meso_b1_relic,Meso B1 Relic,前纪 B1 遗物
meso_b10_relic,Meso B10 Relic,前纪 B10 遗物
meso_b2_relic,Meso B2 Relic,前纪 B2 遗物
meso_b3_relic,Meso B3 Relic,前纪 B3 遗物
meso_b4_relic,Meso B4 Relic,前纪 B4 遗物
meso_b5_relic,Meso B5 Relic,前纪 B5 遗物
meso_b6_relic,Meso B6 Relic,前纪 B6 遗物
meso_b7_relic,Meso B7 Relic,前纪 B7 遗物
meso_b8_relic,Meso B8 Relic,前纪 B8 遗物
meso_b9_relic,Meso B9 Relic,前纪 B9 遗物
meso_c1_relic,Meso C1 Relic,前纪 C1 遗物
meso_c10_relic,Meso C10 Relic,前纪 C10 遗物
meso_c2_relic,Meso C2 Relic,前纪 C2 遗物
meso_c3_relic,Meso C3 Relic,前纪 C3 遗物
meso_c4_relic,Meso C4 Relic,前纪 C4 遗物
meso_c5_relic,Meso C5 Relic,前纪 C5 遗物
meso_c6_relic,Meso C6 Relic,前纪 C6 遗物
meso_c7_relic,Meso C7 Relic,前纪 C7 遗物
meso_c8_relic,Meso C8 Relic,前纪 C8 遗物
meso_c9_relic,Meso C9 Relic,前纪 C9 遗物
meso_d1_relic,Meso D1 Relic,前纪 D1 遗物
meso_d2_relic,Meso D2 Relic,前纪 D2 遗物
meso_d3_relic,Meso D3 Relic,前纪 D3 遗物
meso_d4_relic,Meso D4 Relic,前纪 D4 遗物
meso_d5_relic,Meso D5 Relic,前纪 D5 遗物
meso_d6_relic,Meso D6 Relic,前纪 D6 遗物
meso_d7_relic,Meso D7 Relic,前纪 D7 遗物
meso_e1_relic,Meso E1 Relic,前纪 E1 遗物
meso_e2_relic,Meso E2 Relic,前纪 E2 遗物
meso_e3_relic,Meso E3 Relic,前纪 E3 遗物
meso_e4_relic,Meso E4 Relic,前纪 E4 遗物
meso_e5_relic,Meso E5 Relic,前纪 E5 遗物
meso_e6_relic,Meso E6 Relic,前纪 E6 遗物
meso_f1_relic,Meso F1 Relic,前纪 F1 遗物
meso_f2_relic,Meso F2 Relic,前纪 F2 遗物
meso_f3_relic,Meso F3 Relic,前纪 F3 遗物
meso_f4_relic,Meso F4 Relic,前纪 F4 遗物
meso_f5_relic,Meso F5 Relic,前纪 F5 遗物
meso_g1_relic,Meso G1 Relic,前纪 G1 遗物
meso_g2_relic,Meso G2 Relic,前纪 G2 遗物
meso_g3_relic,Meso G3 Relic,前纪 G3 遗物
meso_g4_relic,Meso G4 Relic,前纪 G4 遗物
meso_g5_relic,Meso G5 Relic,前纪 G5 遗物
meso_g6_relic,Meso G6 Relic,前纪 G6 遗物
meso_g7_relic,Meso G7 Relic,前纪 G7 遗物
meso_g8_relic,Meso G8 Relic,前纪 G8 遗物
meso_h1_relic,Meso H1 Relic,前纪 H1 遗物
meso_h2_relic,Meso H2 Relic,前纪 H2 遗物
meso_h3_relic,Meso H3 Relic,前纪 H3 遗物
meso_h4_relic,Meso H4 Relic,前纪 H4 遗物
meso_h5_relic,Meso H5 Relic,前纪 H5 遗物
meso_h6_relic,Meso H6 Relic,前纪 H6 遗物
meso_h7_relic,Meso H7 Relic,前纪 H7 遗物
meso_h8_relic,Meso H8 Relic,前纪 H8 遗物
meso_i1_relic,Meso I1 Relic,前纪 I1 遗物
meso_i2_relic,Meso I2 Relic,前纪 I2 遗物
meso_k1_relic,Meso K1 Relic,前纪 K1 遗物
meso_k2_relic,Meso K2 Relic,前纪 K2 遗物
meso_k3_relic,Meso K3 Relic,前纪 K3 遗物
meso_k4_relic,Meso K4 Relic,前纪 K4 遗物
meso_k5_relic,Meso K5 Relic,前纪 K5 遗物
meso_k6_relic,Meso K6 Relic,前纪 K6 遗物
meso_k7_relic,Meso K7 Relic,前纪 K7 遗物
meso_l1_relic,Meso L1 Relic,前纪 L1 遗物
meso_l2_relic,Meso L2 Relic,前纪 L2 遗物
meso_m1_relic,Meso M1 Relic,前纪 M1 遗物
meso_m2_relic,Meso M2 Relic,前纪 M2 遗物
meso_m3_relic,Meso M3 Relic,前纪 M3 遗物
meso_m4_relic,Meso M4 Relic,前纪 M4 遗物
meso_m5_relic,Meso M5 Relic,前纪 M5 遗物
meso_n1_relic,Meso N1 Relic,前纪 N1 遗物
meso_n10_relic,Meso N10 Relic,前纪 N10 遗物
meso_n11_relic,Meso N11 Relic,前纪 N11 遗物
meso_n12_relic,Meso N12 Relic,前纪 N12 遗物
meso_n13_relic,Meso N13 Relic,前纪 N13 遗物
meso_n14_relic,Meso N14 Relic,前纪 N14 遗物
meso_n15_relic,Meso N15 Relic,前纪 N15 遗物
meso_n16_relic,Meso N16 Relic,前纪 N16 遗物
meso_n17_relic,Meso N17 Relic,前纪 N17 遗物
meso_n2_relic,Meso N2 Relic,前纪 N2 遗物
meso_n3_relic,Meso N3 Relic,前纪 N3 遗物
meso_n4_relic,Meso N4 Relic,前纪 N4 遗物
meso_n5_relic,Meso N5 Relic,前纪 N5 遗物
meso_n6_relic,Meso N6 Relic,前纪 N6 遗物
meso_n7_relic,Meso N7 Relic,前纪 N7 遗物
meso_n8_relic,Meso N8 Relic,前纪 N8 遗物
meso_n9_relic,Meso N9 Relic,前纪 N9 遗物
meso_o1_relic,Meso O1 Relic,前纪 O1 遗物
meso_o2_relic,Meso O2 Relic,前纪 O2 遗物
meso_o3_relic,Meso O3 Relic,前纪 O3 遗物
meso_o4_relic,Meso O4 Relic,前纪 O4 遗物
meso_o5_relic,Meso O5 Relic,前纪 O5 遗物
meso_o6_relic,Meso O6 Relic,前纪 O6 遗物
meso_p1_relic,Meso P1 Relic,前纪 P1 遗物
meso_p10_relic,Meso P10 Relic,前纪 P10 遗物
meso_p11_relic,Meso P11 Relic,前纪 P11 遗物
meso_p12_relic,Meso P12 Relic,前纪 P12 遗物
meso_p13_relic,Meso P13 Relic,前纪 P13 遗物
meso_p14_relic,Meso P14 Relic,前纪 P14 遗物
meso_p15_relic,Meso P15 Relic,前纪 P15 遗物
meso_p16_relic,Meso P16 Relic,前纪 P16 遗物
meso_p2_relic,Meso P2 Relic,前纪 P2 遗物
meso_p3_relic,Meso P3 Relic,前纪 P3 遗物
meso_p4_relic,Meso P4 Relic,前纪 P4 遗物
meso_p5_relic,Meso P5 Relic,前纪 P5 遗物
meso_p6_relic,Meso P6 Relic,前纪 P6 遗物
meso_p7_relic,Meso P7 Relic,前纪 P7 遗物
meso_p8_relic,Meso P8 Relic,前纪 P8 遗物
meso_p9_relic,Meso P9 Relic,前纪 P9 遗物
meso_r1_relic,Meso R1 Relic,前纪 R1 遗物
meso_r2_relic,Meso R2 Relic,前纪 R2 遗物
meso_r3_relic,Meso R3 Relic,前纪 R3 遗物
meso_r4_relic,Meso R4 Relic,前纪 R4 遗物
meso_r5_relic,Meso R5 Relic,前纪 R5 遗物
meso_r6_relic,Meso R6 Relic,前纪 R6 遗物
meso_s1_relic,Meso S1 Relic,前纪 S1 遗物
meso_s10_relic,Meso S10 Relic,前纪 S10 遗物
meso_s11_relic,Meso S11 Relic,前纪 S11 遗物
meso_s12_relic,Meso S12 Relic,前纪 S12 遗物
meso_s13_relic,Meso S13 Relic,前纪 S13 遗物
meso_s14_relic,Meso S14 Relic,前纪 S14 遗物
meso_s15_relic,Meso S15 Relic,前纪 S15 遗物
meso_s2_relic,Meso S2 Relic,前纪 S2 遗物
meso_s3_relic,Meso S3 Relic,前纪 S3 遗物
meso_s4_relic,Meso S4 Relic,前纪 S4 遗物
meso_s5_relic,Meso S5 Relic,前纪 S5 遗物
meso_s6_relic,Meso S6 Relic,前纪 S6 遗物
meso_s7_relic,Meso S7 Relic,前纪 S7 遗物
meso_s8_relic,Meso S8 Relic,前纪 S8 遗物
meso_s9_relic,Meso S9 Relic,前纪 S9 遗物
meso_t1_relic,Meso T1 Relic,前纪 T1 遗物
meso_t2_relic,Meso T2 Relic,前纪 T2 遗物
meso_t3_relic,Meso T3 Relic,前纪 T3 遗物
meso_t4_relic,Meso T4 Relic,前纪 T4 遗物
meso_t5_relic,Meso T5 Relic,前纪 T5 遗物
meso_t6_relic,Meso T6 Relic,前纪 T6 遗物
meso_t7_relic,Meso T7 Relic,前纪 T7 遗物
meso_t8_relic,Meso T8 Relic,前纪 T8 遗物
meso_v1_relic,Meso V1 Relic,前纪 V1 遗物
meso_v10_relic,Meso V10 Relic,前纪 V10 遗物
meso_v2_relic,Meso V2 Relic,前纪 V2 遗物
meso_v3_relic,Meso V3 Relic,前纪 V3 遗物
meso_v4_relic,Meso V4 Relic,前纪 V4 遗物
meso_v5_relic,Meso V5 Relic,前纪 V5 遗物
meso_v6_relic,Meso V6 Relic,前纪 V6 遗物
meso_v7_relic,Meso V7 Relic,前纪 V7 遗物
meso_v8_relic,Meso V8 Relic,前纪 V8 遗物
meso_v9_relic,Meso V9 Relic,前纪 V9 遗物
meso_w1_relic,Meso W1 Relic,前纪 W1 遗物
meso_w2_relic,Meso W2 Relic,前纪 W2 遗物
meso_w3_relic,Meso W3 Relic,前纪 W3 遗物
meso_w4_relic,Meso W4 Relic,前纪 W4 遗物
meso_w5_relic,Meso W5 Relic,前纪 W5 遗物
meso_z1_relic,Meso Z1 Relic,前纪 Z1 遗物
meso_z2_relic,Meso Z2 Relic,前纪 Z2 遗物
meso_z3_relic,Meso Z3 Relic,前纪 Z3 遗物
meso_z4_relic,Meso Z4 Relic,前纪 Z4 遗物
meso_z5_relic,Meso Z5 Relic,前纪 Z5 遗物
metal_auger,Metal Auger,合金钻头
metal_fiber,Metal Fiber,金属纤维
metamorphic_magazine,Metamorphic Magazine,异变弹匣
meteor_crash,Meteor Crash,流星撞击
meteor_munitions,Meteor Munitions,流星弹药
meticulous_aim,Meticulous Aim,细心瞄准
mind_freak,Mind Freak,精神狂怒
mirage_prime_blueprint,Mirage Prime Blueprint,Mirage Prime 蓝图
mirage_prime_chassis_blueprint,Mirage Prime Chassis Blueprint,Mirage Prime 机体 蓝图
mirage_prime_neuroptics_blueprint,Mirage Prime Neuroptics Blueprint,Mirage Prime 头部神经光元 蓝图
mirage_prime_set,Mirage Prime Set,Mirage Prime 一套
mirage_prime_systems_blueprint,Mirage Prime Systems Blueprint,Mirage Prime 系统 蓝图
mirewinder,Mirewinder,污泥环绕者
mischief,Mischief,顽皮
mobilize,Mobilize,全面驱动
modified_munitions,Modified Munitions,弹药改良
molecular_fission,Molecular Fission,分子裂变
molt_augmented,Molt Augmented,蜕化·升腾
molt_efficiency,Molt Efficiency,蜕化·效能
molt_reconstruct,Molt Reconstruct,蜕化·重塑
molt_vigor,Molt Vigor,蜕化·活力
molten_impact,Molten Impact,熔岩冲击
momentary_pause,Momentary Pause,片刻喘息
momentous_bond,Momentous Bond,重大连结
moonlit_courtyard_simulacrum,Moonlit Courtyard Simulacrum,月光庭院幻影装置
morgha_barrel,Morgha Barrel,置灵者 枪管
morgha_receiver,Morgha Receiver,置灵者 枪机
morgha_set,Morgha Set,置灵者 一套
morgha_stock,Morgha Stock,置灵者 枪托
morphic_transformer,Morphic Transformer,非晶变压器
mortal_conduct,Mortal Conduct,垂死挣扎
mortus_lungfish,Mortus Lungfish,摩图斯肺鱼
motus_impact,Motus Impact,跃动 冲击
motus_setup,Motus Setup,跃动 设局
motus_signal,Motus Signal,跃动 信号
mountains_edge,Mountain's Edge,山之锋芒
munitions_vortex,Munitions Vortex,弹药漩涡
murkray,Murkray,阴暗鳐
mutalist_alad_v_assassinate_key,Mutalist Alad V Assassinate (Key),异融 Alad V 刺杀 （钥匙）
mutalist_nav_coordinates,Mutalist Alad V Nav Coordinate,异融 Alad V 导航坐标
muzzle_flash,Muzzle Flash,枪口闪焰
mycona_colony_scene,Mycona Colony Scene,Mycona 殖民地场景
mystic_bond,Mystic Bond,神秘连结
myxostomata,Myxostomata,独角米索鳎
nagantaka_prime_barrel,Nagantaka Prime Barrel,噬蛇弩 Prime 枪管
nagantaka_prime_blueprint,Nagantaka Prime Blueprint,噬蛇弩 Prime 蓝图
nagantaka_prime_receiver,Nagantaka Prime Receiver,噬蛇弩 Prime 枪机
nagantaka_prime_set,Nagantaka Prime Set,噬蛇弩 Prime 一套
nagantaka_prime_stock,Nagantaka Prime Stock,噬蛇弩 Prime 枪托
namaes,Namaes,纳土鲉
nami_skyla_prime_blade,Nami Skyla Prime Blade,海波斯库拉对剑 Prime 刀刃
nami_skyla_prime_blueprint,Nami Skyla Prime Blueprint,海波斯库拉对剑 Prime 蓝图
nami_skyla_prime_handle,Nami Skyla Prime Handle,海波斯库拉对剑 Prime 握柄
nami_skyla_prime_set,Nami Skyla Prime Set,海波斯库拉对剑 Prime 一套
nano_applicator,Nano-Applicator,纳米涂覆
napalm_grenades,Napalm Grenades,凝固汽油榴弹
naramon_lens,Naramon Lens,Naramon 晶体
naramon_transmute_core,Naramon Transmute Core,Naramon 转换核心
narrow_barrel,Narrow Barrel,狭窄枪膛
narrow_minded,Narrow Minded,心志偏狭
natural_talent,Natural Talent,天赋
nautilus_blueprint,Nautilus Blueprint,鹦鹉螺 蓝图
nautilus_carapace,Nautilus Carapace,鹦鹉螺 外壳
nautilus_cerebrum,Nautilus Cerebrum,鹦鹉螺 头部
nautilus_prime_blueprint,Nautilus Prime Blueprint,鹦鹉螺 Prime 蓝图
nautilus_prime_carapace,Nautilus Prime Carapace,鹦鹉螺 Prime 外壳
nautilus_prime_cerebrum,Nautilus Prime Cerebrum,鹦鹉螺 Prime 头部
nautilus_prime_set,Nautilus Prime Set,鹦鹉螺 Prime 一套
nautilus_prime_systems,Nautilus Prime Systems,鹦鹉螺 Prime 系统
nautilus_set,Nautilus Set,鹦鹉螺 一套
nautilus_systems,Nautilus Systems,鹦鹉螺 系统
nebula_bore,Nebula Bore,星云钻孔
necramech_augur,Necramech Augur,殁世机甲 预言
necramech_aviator,Necramech Aviator,殁世机甲 飞行员
necramech_blitz,Necramech Blitz,殁世机甲 闪击
necramech_continuity,Necramech Continuity,殁世机甲 持久力
necramech_deflection,Necramech Deflection,殁世机甲 充能
necramech_drift,Necramech Drift,殁世机甲 窜升
necramech_efficiency,Necramech Efficiency,殁世机甲 增效
necramech_enemy_sense,Necramech Enemy Sense,殁世机甲 敌人感应
necramech_flow,Necramech Flow,殁世机甲 川流不息
necramech_friction,Necramech Friction,殁世机甲 摩擦
necramech_fury,Necramech Fury,殁世机甲 狂暴
necramech_hydraulics,Necramech Hydraulics,殁世机甲 液压
necramech_intensify,Necramech Intensify,殁世机甲 聚精会神
necramech_pressure_point,Necramech Pressure Point,殁世机甲 压迫点
necramech_rage,Necramech Rage,殁世机甲 狂暴化
necramech_reach,Necramech Reach,殁世机甲 剑风
necramech_rebuke,Necramech Rebuke,殁世机甲 训戒
necramech_redirection,Necramech Redirection,殁世机甲 蓄能重划
necramech_refuel,Necramech Refuel,殁世机甲 燃料补给
necramech_repair,Necramech Repair,殁世机甲 修复
necramech_seismic_wave,Necramech Seismic Wave,殁世机甲 震波
necramech_slipstream,Necramech Slipstream,殁世机甲 滑流
necramech_steel_fiber,Necramech Steel Fiber,殁世机甲 钢铁纤维
necramech_streamline,Necramech Streamline,殁世机甲 简化
necramech_stretch,Necramech Stretch,殁世机甲 延伸
necramech_thrusters,Necramech Thrusters,殁世机甲 推进器
necramech_vitality,Necramech Vitality,殁世机甲 生命力
negate,Negate,抵消
negation_swarm,Negation Armor,不绝护甲
nekros_prime_blueprint,Nekros Prime Blueprint,Nekros Prime 蓝图
nekros_prime_chassis_blueprint,Nekros Prime Chassis Blueprint,Nekros Prime 机体 蓝图
nekros_prime_neuroptics_blueprint,Nekros Prime Neuroptics Blueprint,Nekros Prime 头部神经光元 蓝图
nekros_prime_set,Nekros Prime Set,Nekros Prime 一套
nekros_prime_systems_blueprint,Nekros Prime Systems Blueprint,Nekros Prime 系统 蓝图
neo_a1_relic,Neo A1 Relic,中纪 A1 遗物
neo_a10_relic,Neo A10 Relic,中纪 A10 遗物
neo_a11_relic,Neo A11 Relic,中纪 A11 遗物
neo_a12_relic,Neo A12 Relic,中纪 A12 遗物
neo_a13_relic,Neo A13 Relic,中纪 A13 遗物
neo_a14_relic,Neo A14 Relic,中纪 A14 遗物
neo_a2_relic,Neo A2 Relic,中纪 A2 遗物
neo_a3_relic,Neo A3 Relic,中纪 A3 遗物
neo_a4_relic,Neo A4 Relic,中纪 A4 遗物
neo_a5_relic,Neo A5 Relic,中纪 A5 遗物
neo_a6_relic,Neo A6 Relic,中纪 A6 遗物
neo_a7_relic,Neo A7 Relic,中纪 A7 遗物
neo_a8_relic,Neo A8 Relic,中纪 A8 遗物
neo_a9_relic,Neo A9 Relic,中纪 A9 遗物
neo_b1_relic,Neo B1 Relic,中纪 B1 遗物
neo_b2_relic,Neo B2 Relic,中纪 B2 遗物
neo_b3_relic,Neo B3 Relic,中纪 B3 遗物
neo_b4_relic,Neo B4 Relic,中纪 B4 遗物
neo_b5_relic,Neo B5 Relic,中纪 B5 遗物
neo_b6_relic,Neo B6 Relic,中纪 B6 遗物
neo_b7_relic,Neo B7 Relic,中纪 B7 遗物
neo_b8_relic,Neo B8 Relic,中纪 B8 遗物
neo_b9_relic,Neo B9 Relic,中纪 B9 遗物
neo_c1_relic,Neo C1 Relic,中纪 C1 遗物
neo_c2_relic,Neo C2 Relic,中纪 C2 遗物
neo_c3_relic,Neo C3 Relic,中纪 C3 遗物
neo_c4_relic,Neo C4 Relic,中纪 C4 遗物
neo_c5_relic,Neo C5 Relic,中纪 C5 遗物
neo_c6_relic,Neo C6 Relic,中纪 C6 遗物
neo_d1_relic,Neo D1 Relic,中纪 D1 遗物
neo_d10_relic,Neo D10 Relic,中纪 D10 遗物
neo_d2_relic,Neo D2 Relic,中纪 D2 遗物
neo_d3_relic,Neo D3 Relic,中纪 D3 遗物
neo_d4_relic,Neo D4 Relic,中纪 D4 遗物
neo_d5_relic,Neo D5 Relic,中纪 D5 遗物
neo_d6_relic,Neo D6 Relic,中纪 D6 遗物
neo_d7_relic,Neo D7 Relic,中纪 D7 遗物
neo_d8_relic,Neo D8 Relic,中纪 D8 遗物
neo_d9_relic,Neo D9 Relic,中纪 D9 遗物
neo_e1_relic,Neo E1 Relic,中纪 E1 遗物
neo_e2_relic,Neo E2 Relic,中纪 E2 遗物
neo_e3_relic,Neo E3 Relic,中纪 E3 遗物
neo_e4_relic,Neo E4 Relic,中纪 E4 遗物
neo_f1_relic,Neo F1 Relic,中纪 F1 遗物
neo_f2_relic,Neo F2 Relic,中纪 F2 遗物
neo_f3_relic,Neo F3 Relic,中纪 F3 遗物
neo_g1_relic,Neo G1 Relic,中纪 G1 遗物
neo_g2_relic,Neo G2 Relic,中纪 G2 遗物
neo_g3_relic,Neo G3 Relic,中纪 G3 遗物
neo_g4_relic,Neo G4 Relic,中纪 G4 遗物
neo_g5_relic,Neo G5 Relic,中纪 G5 遗物
